"so_domain","so_nbr","so_ship","sod_line","sod_site","sod_due_date","sod_qty_ord","sod_price","sod_disc_pct","ad_name_src","ad_line1_src","ad_line2_src","ad_city_src","ad_state_src","ad_zip_src","ad_county_src","ad_ctry_src","ad_country_src","ad_name_dest","ad_line1_dest","ad_line2_dest","ad_city_dest","ad_state_dest","ad_zip_dest","ad_county_dest","ad_ctry_dest","ad_country_dest"
"40brz","SO081503","10C1000D",6,"40-400",08/25/15,112,.6302,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Wal-Mart","30 Park City Street","","Park City","UT","879045","","USA","USA - TAX PURPOSE"
"40brz","SO081504","30C1001",1,"40-100",08/25/15,2,7784.325,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081504","30C1001",2,"40-100",08/25/15,2,20457.2061,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081504","30C1001",3,"40-100",08/25/15,75,177.7317084,5.65289256,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081504","30C1001",4,"40-100",08/25/15,75,93.6609984,10.20895953,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",1,"40-300",08/25/15,37,29.891808,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",2,"40-300",08/25/15,62,27.37591416,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",3,"40-300",08/25/15,40,53.556156,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",4,"40-500",08/25/15,200,18.65124,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",5,"40-500",08/25/15,200,24.84757,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",6,"40-500",08/25/15,200,43.43653,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",7,"40-300",08/25/15,2500,70.993044,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",8,"40-300",08/25/15,2500,9.963936,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",9,"40-300",08/25/15,2500,12.45492,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081505","30C1001",10,"40-300",08/25/15,2500,14.945904,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Medical Products Co., Ltd","78 Danxia Road","","Zhejiang","","518900","","CN","CN"
"40brz","SO081506","10C1002",1,"40-200",08/25/15,100,.85492,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"40brz","SO081506","10C1002",2,"40-200",08/25/15,100,2.44264,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"40brz","SO081506","10C1002",3,"40-200",08/25/15,100,1.14315,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"40brz","SO081506","10C1002",4,"40-200",08/25/15,100,1.09919,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"40brz","SO081506","10C1002",5,"40-200",08/25/15,100,.82073,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"40brz","SO081506","10C1002",6,"40-200",08/25/15,100,12.213175,50,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"40brz","SO081507","10C1003",1,"40-100",08/25/15,2,1221.3175,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"40brz","SO081507","10C1003",2,"40-100",08/25/15,2,3209.62239,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"40brz","SO081508","10C1004",1,"40-300",08/25/15,80,3.952671957,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Price Chopper","501 Duanesburg Road","","Schenectady","NY","12306","","USA","USA - TAX PURPOSE"
"40brz","SO081508","10C1004",2,"40-300",08/25/15,80,3.952671957,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Price Chopper","501 Duanesburg Road","","Schenectady","NY","12306","","USA","USA - TAX PURPOSE"
"40brz","SO081508","10C1004",3,"40-300",08/25/15,80,7.0347888,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Price Chopper","501 Duanesburg Road","","Schenectady","NY","12306","","USA","USA - TAX PURPOSE"
"40brz","SO081508","10C1004",4,"40-300",08/25/15,80,7.034787,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Price Chopper","501 Duanesburg Road","","Schenectady","NY","12306","","USA","USA - TAX PURPOSE"
"40brz","SO081508","10C1004",5,"40-300",08/25/15,80,146.5581,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Price Chopper","501 Duanesburg Road","","Schenectady","NY","12306","","USA","USA - TAX PURPOSE"
"40brz","SO081508","10C1004",6,"40-400",08/25/15,375,.6302,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Price Chopper","501 Duanesburg Road","","Schenectady","NY","12306","","USA","USA - TAX PURPOSE"
"40brz","SO081509","11C1001",1,"40-300",08/25/15,120,4.04452908,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chiro Foods Limited","5041 Gateway Blvd. NW","","Edmonton","AB","T5A 0A7","","CA","CANADA"
"40brz","SO081509","11C1001",2,"40-300",08/25/15,120,4.04452908,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chiro Foods Limited","5041 Gateway Blvd. NW","","Edmonton","AB","T5A 0A7","","CA","CANADA"
"40brz","SO081509","11C1001",3,"40-300",08/25/15,120,7.198272,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chiro Foods Limited","5041 Gateway Blvd. NW","","Edmonton","AB","T5A 0A7","","CA","CANADA"
"40brz","SO081509","11C1001",4,"40-300",08/25/15,120,7.198272,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chiro Foods Limited","5041 Gateway Blvd. NW","","Edmonton","AB","T5A 0A7","","CA","CANADA"
"40brz","SO081509","11C1001",5,"40-300",08/25/15,120,149.964,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chiro Foods Limited","5041 Gateway Blvd. NW","","Edmonton","AB","T5A 0A7","","CA","CANADA"
"40brz","SO081509","11C1001",6,"40-400",08/25/15,120,.64485,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chiro Foods Limited","5041 Gateway Blvd. NW","","Edmonton","AB","T5A 0A7","","CA","CANADA"
"40brz","SO081510","31C1000",1,"40-100",08/25/15,1,1206.375,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081510","31C1000",2,"40-100",08/25/15,1,3170.3535,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081510","31C1000",3,"40-100",08/25/15,75,27.543954,5.65289256,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081510","31C1000",4,"40-100",08/25/15,75,14.515104,10.208983,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081510","31C1000",5,"40-100",08/25/15,1,1206.375,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081510","31C1000",6,"40-100",08/25/15,1,3170.3535,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",1,"40-300",08/25/15,37,4.63248,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",2,"40-300",08/25/15,25,4.2425796,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",3,"40-300",08/25/15,25,8.29986,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",4,"40-500",08/25/15,150,6.73157,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",5,"40-300",08/25/15,2475,11.00214,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",6,"40-300",08/25/15,2475,1.54416,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",7,"40-300",08/25/15,2475,1.9302,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",8,"40-300",08/25/15,2475,2.31624,20,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",9,"40-500",08/25/15,150,2.89047,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081511","31C1000",10,"40-500",08/25/15,150,3.85075,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Healthscope","312 St. Kilda Road","","Melbourne","","VIC3004","","AU","AU"
"40brz","SO081512","20C1000",1,"40-200",08/25/15,75,.70202,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Autoliv France SNC","2 Rue Villaret De Joyeuse","","Paris","","75017","","FR","FRANCE"
"40brz","SO081512","20C1000",2,"40-200",08/25/15,75,2.00578,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Autoliv France SNC","2 Rue Villaret De Joyeuse","","Paris","","75017","","FR","FRANCE"
"40brz","SO081512","20C1000",3,"40-200",08/25/15,75,.9387,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Autoliv France SNC","2 Rue Villaret De Joyeuse","","Paris","","75017","","FR","FRANCE"
"40brz","SO081512","20C1000",4,"40-200",08/25/15,75,.9026,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Autoliv France SNC","2 Rue Villaret De Joyeuse","","Paris","","75017","","FR","FRANCE"
"40brz","SO081512","20C1000",5,"40-200",08/25/15,75,.67394,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Autoliv France SNC","2 Rue Villaret De Joyeuse","","Paris","","75017","","FR","FRANCE"
"40brz","SO081512","20C1000",6,"40-200",08/25/15,75,20.05775,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Autoliv France SNC","2 Rue Villaret De Joyeuse","","Paris","","75017","","FR","FRANCE"
"40brz","SO081513","22C1001",1,"40-100",08/25/15,1,790.8775,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081513","22C1001",2,"40-100",08/25/15,1,2078.42607,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081513","22C1001",3,"40-100",08/25/15,75,18.05731508,5.65289256,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081513","22C1001",4,"40-100",08/25/15,75,9.51583808,10.20896793,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081513","22C1001",5,"40-100",08/25/15,1,790.8775,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081513","22C1001",6,"40-100",08/25/15,1,2078.42607,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081514","12C1001",1,"40-200",08/25/15,150,11.47717,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081514","12C1001",2,"40-200",08/25/15,150,32.7919,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081514","12C1001",3,"40-200",08/25/15,150,15.34661,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081514","12C1001",4,"40-200",08/25/15,150,14.75636,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081514","12C1001",5,"40-200",08/25/15,150,11.01808,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081514","12C1001",6,"40-200",08/25/15,150,163.9595,50,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081515","12C1002A",1,"40-300",08/25/15,120,53.06385258,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081515","12C1002A",2,"40-300",08/25/15,120,53.06385258,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081515","12C1002A",3,"40-300",08/25/15,120,94.440672,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081515","12C1002A",4,"40-300",08/25/15,120,94.440672,10,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081515","12C1002A",5,"40-300",08/25/15,120,1967.514,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081515","12C1002A",6,"40-400",08/25/15,500,8.46031,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"40brz","SO081516","20C1001",1,"40-400",08/25/15,500,.51749,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Bon Marche","Rue Nicolas Appert","","Vileneuve D'Ascp","","59650","","FR","FRANCE"
"40brz","SO081517","21C1001",1,"40-100",08/25/15,2,1002.8875,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"40brz","SO081517","21C1001",2,"40-100",08/25/15,2,2635.58835,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"40brz","SO081517","21C1001",3,"40-100",08/25/15,2,1002.8875,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"40brz","SO081517","21C1001",4,"40-100",08/25/15,2,2635.58835,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"40brz","SO081517","21C1001",5,"40-100",08/25/15,75,24.2698775,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"40brz","SO081517","21C1001",6,"40-100",08/25/15,75,13.4386925,-.0000186,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"40brz","SO081518","20C1002",1,"40-300",08/25/15,37,4.81386,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","BGM","20 Rue Gauthey","","Paris","","75017","","FR","FR"
"40brz","SO081518","20C1002",2,"40-300",08/25/15,25,4.40869345,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","BGM","20 Rue Gauthey","","Paris","","75017","","FR","FR"
"40brz","SO081518","20C1002",3,"40-300",08/25/15,40,8.62483,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","BGM","20 Rue Gauthey","","Paris","","75017","","FR","FR"
"40brz","SO081520","22C1000",1,"40-200",08/25/15,165,.55361,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"40brz","SO081520","22C1000",2,"40-200",08/25/15,165,1.58176,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"40brz","SO081520","22C1000",3,"40-200",08/25/15,165,.74026,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"40brz","SO081520","22C1000",4,"40-200",08/25/15,165,.71179,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"40brz","SO081520","22C1000",5,"40-200",08/25/15,165,.53147,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"40brz","SO081520","22C1000",6,"40-200",08/25/15,165,7.908775,50,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"40brz","SO081521","22C1001",1,"40-300",08/25/15,37,3.6064014,5,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081521","22C1001",2,"40-300",08/25/15,25,3.3028626155,5,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081521","22C1001",3,"40-300",08/25/15,25,6.4614725,5,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"40brz","SO081522","30C1000A",1,"40-300",08/25/15,187,24.633340776,12,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"40brz","SO081522","30C1000A",2,"40-300",08/25/15,187,24.633340776,12,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"40brz","SO081522","30C1000A",3,"40-300",08/25/15,187,43.8413184,12,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"40brz","SO081522","30C1000A",4,"40-300",08/25/15,187,43.8413184,12,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"40brz","SO081522","30C1000A",5,"40-300",08/25/15,187,934.119,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"40brz","SO081523","30C1002",1,"40-200",08/25/15,60,5.44903,0,"QMI - Brazil Division","Rua Domingos de Moraes","1681","Sao Paulo","SP","04500-011","","BR","BRAZIL","Namaka Motor Company","24 Naycn","","Shanghai","","200000","","CN","CHINA"
